ClientID,Key,MetaData,Generation,DataSize,FetchCount,LastFetched,LastModified,ExpirationTime,ItemType
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/AUTHORS,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3020474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,419,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/error.html,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3120474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,178,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/favicon.ico,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3220474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,318,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/install.html,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3220474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 313a3031 3a353220 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,639,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/app.css,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3320474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,331,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/defaults.css,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3420474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,10269,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/button-dark-back.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3420474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,1668,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/button-light-close.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3520474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,2371,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/button-light-wiki.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3620474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,2508,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/globe-bg.jpg,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3620474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,14800,1,1449693462000000,1449693466000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/icon.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3720474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,10173,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-back.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3720474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,641,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-forward.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3820474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,642,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-language.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3920474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,4531,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-nearby.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a31 3920474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,471,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-output.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3020474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,670,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-settings.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3120474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,916,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/ios/toolbar-sources.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3120474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,1071,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/logo.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3220474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,12530,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/select.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3320474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,1646,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/spinner.gif,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3320474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,3579,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/splash.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3420474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,45283,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/spr.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3520474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,30796,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/image/wmf.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3620474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,3500,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/css/wikiapp.css,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3620474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,15225,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/button-dark-back.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3720474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,1668,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/button-light-close.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3820474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,2371,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/button-light-wiki.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3820474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,2508,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/globe-bg.jpg,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a32 3920474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,14800,1,1449693462000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/icon.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a33 3020474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,10173,1,1449693463000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/icon.svg,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a33 3020474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,5297,1,1449693463000000,1449693467000000,0,2
https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,https://bits.wikimedia.org/WikipediaMobileFirefoxOS/image/logo.png,<72657175 6573742d 6d657468 6f640047 45540072 6573706f 6e73652d 68656164 00485454 502f312e 31203230 30204f4b 0d0a4461 74653a20 5475652c 20303120 44656320 32303135 2030373a 30363a33 3120474d 540d0a4c 6173742d 4d6f6469 66696564 3a205375 6e2c2032 36204a75 6c203230 31352032 303a3530 3a303720 474d540d 0a436163 68652d43 6f6e7472 6f6c3a20 6e6f2d63 61636865 0d0a00>,0,12530,1,1449693463000000,1449693467000000,0,2
